DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2008,8.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2009,8.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2010,7.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2011,7.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2012,8.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2013,6.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2014,6.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2015,7.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2016,6.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2017,6.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2018,6.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2019,5.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2020,3.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2021,1.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2022,1.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2023,2.9,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Bulgaria,2024,1.2,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2008,24.1,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2009,24.1,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2010,22.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2011,23.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2012,23.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2013,23.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2014,23.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2015,24.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2016,24.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2017,25.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2018,25.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2019,25.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2020,25.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2021,24.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2022,25.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2023,25.2,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Switzerland,2024,24.2,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2008,38.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2009,37.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2010,25.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2011,26.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2012,27.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2013,28.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2014,28.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2015,23.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2016,19.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2017,14.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2018,10.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2019,14.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2020,17.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2021,21.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2022,26.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2023,25.7,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Cyprus,2024,25.2,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2008,20.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2009,19.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2010,15.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2011,16.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2012,16.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2013,16.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2014,16.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2015,15.9,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2016,15.2,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2017,14.6,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2018,13.9,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2019,13.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2020,11.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2021,10.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2022,15.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2023,13,d,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Czechia,2024,14.6,dp,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Germany,2010,27.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Germany,2014,27.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Germany,2018,27.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Germany,2022,26.4,b,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Germany,2023,26.3,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Germany,2024,24.7,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2008,18.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2009,17.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2010,18.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2011,17.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2012,17.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2013,17.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2014,17.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2015,16.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2016,16.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2017,16.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2018,17.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2019,16.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2020,17.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2021,18.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2022,18.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2023,16.9,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Denmark,2024,16.8,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Estonia,2018,17.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Estonia,2023,10.9,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Estonia,2024,9.9,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Greece,2010,19.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Greece,2014,17.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Greece,2018,15.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Greece,2022,19.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Greece,2023,19.2,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Greece,2024,16.4,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2007,21.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2008,21.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2009,22.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2010,23.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2011,22.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2012,24.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2013,23.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2014,21.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2015,22.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2016,22.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2017,20.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2018,18.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2019,15.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2020,14.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2021,13.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2022,12.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2023,12,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Spain,2024,12,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2008,25.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2009,26.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2010,25.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2011,23.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2012,23.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2013,23.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2014,22.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2015,22.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2016,21.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2017,21.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2018,21.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2019,20.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2020,20.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2021,19.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2022,19.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2023,18.7,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Finland,2024,18.5,bp,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2009,22.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2010,22.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2011,22.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2012,22.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2013,21.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2014,21.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2015,21.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2016,21.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2017,22.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2018,22.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2019,22.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2020,22.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2021,22.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2022,22.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2023,21.9,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,France,2024,21.5,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2010,-1.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2013,1.3,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2014,6.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2016,7.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2017,9.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2018,8.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2019,7.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2020,6.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2021,3.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2022,6.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2023,5.8,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Croatia,2024,4.6,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2007,18.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2008,18.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2009,17.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2010,19.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2011,18.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2012,17.8,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2013,19.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2014,11.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2015,9.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2016,7.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2017,10.8,b,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2018,8.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2019,14.7,b,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2020,12.6,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2021,12.5,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2022,13.5,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2023,14.5,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Hungary,2024,13.2,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2008,21.5,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2009,21.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2010,20.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2011,23.1,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2012,23.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2013,22.7,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2014,24.6,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2015,25.5,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2016,25,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2017,24.7,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2018,20.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2019,18.0,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2020,15.2,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2021,15.4,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2022,13.9,,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2023,13.2,p,
ESTAT:EARN_GR_GPGR2AG(1.0),02/03/26 23:00:00,Annual,Percentage,From 55 to 64 years,Ireland,2024,12.3,p,
